ID,Is_Lead
CLZ7EDKG,0.02353823
ZSAN4GOZ,0.081873791
KL66DNJ6,0.054616103
G9VAKPVV,0.518642509
8PKTWFSN,0.071878318
N4L5M7C8,0.457370281
R2MZQJJF,0.267294312
JBBBGCTS,0.061790927
HYJNW8AI,0.058835317
BNFATWKB,0.058716069
IFTZ8DCY,0.055472592
OHB9BZDP,0.065678667
KJDFZ2KQ,0.091204715
MBTFTTBL,0.061833194
C9ICMVF3,0.822689891
HUKDUS7T,0.329840177
CPYK88NG,0.537550223
CG24WRXC,0.054096723
5ZFLGCUP,0.117125101
EEQXTXCX,0.822109473
BXWGYAYU,0.045431256
JXZZZP46,0.054910478
FCVTPVK2,0.824214947
HHE2M3PR,0.153180179
RDZNCCCU,0.022237417
INUJ9HAQ,0.042064935
IZGZZGUE,0.046885654
4RGYCHRM,0.072064677
OHSUMASW,0.062605451
QRZ8ZBTJ,0.816493523
GNKXRZXZ,0.153898385
MHCKTEXR,0.070936112
USE3GXOJ,0.822043216
IE4YHXQG,0.51093635
BGZMWEPD,0.047359291
2CPCTTAJ,0.120669675
DCNWVW6J,0.066527878
XQAQFQ4G,0.23426517
QRGIC4EY,0.590300214
DEST8WMK,0.142344816
4YQTXWAZ,0.082798584
DFFMDCWE,0.059569686
7GPGZHMD,0.865693843
VXQBN2PD,0.054065295
JRGVAPW5,0.037311968
SN4TEZNQ,0.098042831
JWLN7AQW,0.02424721
932JJBUM,0.1522643
EARWEJID,0.1646898
7D3VQML8,0.416645622
5ADFQVAH,0.049806451
IAAYM54P,0.204795283
MYG8C4IF,0.089647724
I4PCSBHG,0.061327467
YUKAYLNU,0.508409709
BTNBF7YE,0.191284654
9JXPRCMJ,0.442230856
SCEEAN8D,0.054107399
MPHYEGMQ,0.43259837
5ZSYTQQS,0.023296851
SQADRMRE,0.11020523
KK4IMWRE,0.069991067
HZFFY6AM,0.309561789
QJQTQGA3,0.055483495
PS7BFKQK,0.559788764
67FIJ8PE,0.138345507
V4I95PTU,0.063576169
YDEGQDJY,0.811825645
8GQBJ7MK,0.062400191
VMYENWAW,0.184733993
RLR35SZZ,0.816274214
32OAAYFQ,0.059687084
XCRP3FGZ,0.78884325
VPESJTZU,0.825666642
DADF3AGA,0.023943599
Y8T9CL4T,0.10922451
IJL559NE,0.03248399
FTLSCV3B,0.149461323
XNQVRAPT,0.059610811
8OPXSB4V,0.030839669
A5FVBQKG,0.059225392
WDQYNTW6,0.393522149
XFYVC8VS,0.456715721
6BQPBRTA,0.238071191
7JZA5OXP,0.35878858
TW6EXQIA,0.845773745
BFXEKMQI,0.816234183
JXWN2JEQ,0.196005455
LVUWKDPQ,0.808760357
EQG6RDYL,0.059167096
GUC9TQRE,0.040037891
YGWUJFXV,0.408171439
HGL5VRTF,0.84772023
J3XPBKLM,0.045162213
VXQM2WOH,0.275461447
KWORHSBW,0.047839922
NN4ANUUT,0.042316206
JRDHDS72,0.058690068
J58XTVHZ,0.052881522
B8VCUELF,0.835452712
JVJCVVV4,0.053133999
DLHT7XLP,0.068642133
QEYJB8ST,0.115733656
LEE2TFGM,0.05540172
7I4HZCUA,0.061243996
CFRA3AVR,0.061723787
KUS3JZQL,0.083175544
HCKXSJY6,0.072236884
CKLYDG34,0.180364636
HJYVWCZX,0.054695727
TOKDASJI,0.052675316
GC7FFMBA,0.135174516
CVTRCZZY,0.062797482
5DFXDESN,0.053814802
8DX9EOLK,0.058770667
KSQMQWZ8,0.084687109
JX3HVBSH,0.186427847
FRYUYWLL,0.436215335
LBEJYYFT,0.038525213
AD7M4TBY,0.015070149
QPKNJ48R,0.197668031
GQSI2SHT,0.111380748
WXZX3P4A,0.06261477
V2BEHYDB,0.383740056
5OS2MSQM,0.059727736
24J4WQPA,0.056430966
H7B9A2P8,0.530422962
FMBHJP3K,0.128320937
ZHTY7WXP,0.046265859
JKS7NJHT,0.228852019
YWA4VQWB,0.304071015
6JYZXRMD,0.095382132
IEN8R7YF,0.097394928
FQIDSLDV,0.282205558
LYG8HTMJ,0.057222068
GHC2NPRQ,0.346051985
YFS4GHYG,0.112671599
FXOCGR2Q,0.161977822
LLEB9J7V,0.811281645
8RT7BW6P,0.055260274
HX3HH3WM,0.113312995
HH7TZVVN,0.03506096
ETCBOGID,0.841696882
ALPPUI7U,0.061327055
3WFRWRCF,0.062506464
C2CXACUV,0.054902515
FITBJRBM,0.859869242
TXEUHG27,0.129707055
EH33HM4R,0.302702439
8IFB4M7R,0.054916386
BA4Y346J,0.05669298
ZMWBSERS,0.078293689
V4NEPMCX,0.060827486
33FLEG9X,0.065583881
AMRESVHH,0.056848799
KWMAPWW7,0.175625092
B83AFO4O,0.474670506
ITLDGARZ,0.174236166
PW2BYYH5,0.845500493
4FJPHBME,0.106531754
EVNJD9BM,0.983170056
AQYBE7PZ,0.140373799
YPRV5JDE,0.048567896
FPKV4HFR,0.807417548
FVQPFJCJ,0.83335259
ATXN8R38,0.221046191
Q85NMRQZ,0.066639456
9YJWUPBN,0.06688173
ZVUBFPOG,0.270134771
B6GQ5ZBY,0.082179774
MAFVCCDA,0.064681378
29GWBXAC,0.126128322
KRF6DOWM,0.276491487
MXRHINKR,0.044678225
B3CAR3GD,0.034156322
9KRUCWNG,0.060243581
DMCSXSRG,0.870045424
9NYCKYNI,0.208332327
NGVG2CWY,0.387692469
5UTOZ5DV,0.219796869
HDKKEDMK,0.120506942
X9GQEMCH,0.055936248
NTTSD3WJ,0.052873661
BXJIHNDQ,0.053126624
JILGHZXY,0.035193989
HOTOTM2Q,0.411816847
32H49PTT,0.054396248
JMOC59XN,0.818052697
BDCHE6UH,0.108391528
2PGDMMQA,0.028916293
LUZ8RKGR,0.493771958
H3GNSMMV,0.071903653
NREE4RAT,0.057737765
8QEBLJ3G,0.06207868
RNZPYXAN,0.052692172
XNXUSXUG,0.80988735
NOZUVOZC,0.129872116
YOMRJ6BP,0.35943374
3ES4EWJQ,0.173072401
KKW3NDWF,0.030763987
89YGDAQ5,0.031391588
U3IFPZQU,0.039894642
E8UPE7FV,0.050277415
MQSUJCGS,0.104529348
GXU6EGBP,0.058517672
XMO6UI2B,0.214262548
HJHEDMTA,0.857299876
N3W8JBKJ,0.09336462
BZW7OJZP,0.063157664
DJXZATZS,0.049392526
N6TVJDQJ,0.060836074
YM6K64BT,0.055472283
9URWKQSC,0.029632129
CSY38OGH,0.045458168
L234VKXS,0.80331192
NOJXXDYF,0.242709005
FJDJ8G96,0.85173552
B5JMPYUQ,0.102965109
DLZKVA4E,0.043217832
6BQWF9VA,0.053926058
DUVGFOKS,0.100572971
FKCSRSV7,0.044913724
EP42TSQL,0.529533327
E7DZRVRP,0.065635785
ATNZD5AT,0.059742078
AKRDKQIN,0.059379347
FWB6F3KM,0.064733037
REQTMR3U,0.064441942
IYWV7D6P,0.064346983
UZYYDWXM,0.143993565
76JQSNNP,0.228639531
KY8SJQIG,0.842852128
N3YKNEXI,0.051709533
ZTUPZHJC,0.065004584
SPKZZEGZ,0.811571038
ITVQWRCD,0.111092786
SPLNYZFN,0.131053916
XRDWR9RF,0.495099932
CHYQKFSX,0.047598272
OKFK58QV,0.82323637
RD8BRJAQ,0.044951805
KYXWMATK,0.042514572
MLYACJXW,0.043165402
LAHOGT7E,0.375908118
FNJS3ZKA,0.381133401
CTYNN22M,0.460789102
ZRJGP5TH,0.072125019
AWJEDYRF,0.819240355
JK8PSV8K,0.221706519
CDNIDGGS,0.066031168
4RDNAGEE,0.065451105
ZEFXTWKX,0.057433237
DFCCYARC,0.055966434
CHDUXJYL,0.027874506
NZY477MJ,0.842667472
ZIIXPQ5V,0.067267998
SSQPFQMC,0.816498268
7YKIVSRJ,0.063774474
QBCBHYC5,0.779050577
RB4QSIHE,0.057888083
RMNECMGD,0.054821515
ZXXP9YMB,0.045600475
FCJJTMNB,0.203670684
HJSMLAZY,0.422282463
FQKEFJSP,0.797105634
BYGWVSF4,0.018581337
K8HTUHZY,0.021288142
DLQTTXXH,0.159258655
JCYU9F4Z,0.803533816
JB8VMQG7,0.47759459
5AE4AL4Z,0.059473933
D3ZSKZRX,0.051904749
FYPK4GTP,0.064887729
RTQEJ9IU,0.078929502
AWPJPD8Q,0.027673742
AKAVH2KU,0.152854148
CC8A2ENO,0.11722199
OSYTCST6,0.633301377
H29G2AJN,0.837482274
TB7CVMV2,0.047412814
9PZYGIWC,0.071288322
JGP7BBON,0.057843666
RT2NCR5Y,0.059949712
JMN53AIT,0.207166874
BWPHPE52,0.06542702
MSUEV5GF,0.055986036
QDUVPA8Q,0.083605862
R4H28TSZ,0.038346002
GLWGNZK8,0.093051806
FMICPPKU,0.062479776
JBF2BAIS,0.065599434
ZLGJ7TFQ,0.090619305
67ZN4UK3,0.125302157
B9SHQT7F,0.161014032
7V2S2UCM,0.849366581
AXGYHWZB,0.258129784
HBNRYWGH,0.023613156
SMNZW4SC,0.052095234
EU3E9BNS,0.983116162
DPWN9PF8,0.231099051
KMSSKCS8,0.079950286
6FK3BVHY,0.039765514
XWEJ84GP,0.056211783
9D7F8OVV,0.055944444
2Q3SZXCX,0.068192743
9WPQNDDW,0.059383161
2AWCJSUM,0.332703888
VAWS4ZEJ,0.051735917
AVMNTBYM,0.260154828
BM7BDJYC,0.436577165
NQFFF5R3,0.979451513
YURIEVQH,0.81958735
UXTV5JWB,0.091626802
JZOVAA8T,0.065689407
6HNJ4TWI,0.109547177
4JB2U8LK,0.444065982
YOEGDJWP,0.569939184
M79Z2GAQ,0.022397509
AZYSD9J7,0.087190503
75KNUNDC,0.254831979
IEZAQAND,0.82537787
YFVB9UGZ,0.06009794
4NEJPNCB,0.057357877
OPQI3DJR,0.490869391
FLM6XRST,0.149922952
JRHYDDSR,0.044177547
6QXEUCIT,0.058265138
NWZ28EUZ,0.241747311
RQPEXCVC,0.077777693
9HNEMNFC,0.801233697
ZXHJOB9N,0.064335036
BEFY8YB6,0.683217931
GLU8EDCQ,0.610887372
WHD75QRL,0.545321822
EYBYZPZN,0.136103944
DLECIHTE,0.068989292
LKKR7JLQ,0.025918663
WDRGCVYG,0.542452788
NJ9OEQRP,0.054664396
HUJKEKQC,0.269632554
4SEJDYEJ,0.073806396
6QML4TSW,0.472512954
JTQT49QP,0.059606285
VCHURIN2,0.111933886
7Z9D83GZ,0.113581453
FX75HGMN,0.261126101
ZEVB4IYU,0.18573775
DYDJZI7Z,0.240207526
AFINPKCJ,0.04502876
ASNNCPCI,0.027881157
AWXG7CIP,0.826539016
4G6BF7TW,0.047473836
PETRKJXB,0.256363109
YB8C2LPR,0.032128826
ZOCVM2BW,0.100306353
EHM5XPOC,0.11709853
5ASKXDLO,0.088376294
5PNNRYDN,0.104009153
RDRSBGUJ,0.058930954
5KQRQJPR,0.250654906
JIUGIPQG,0.862861824
D8WQZWHV,0.390884036
DX9V4UKW,0.819180846
GDNBRKYP,0.036414136
ZJGZX8MR,0.518946654
AMDGRWKV,0.817257595
F5JURC8P,0.052809942
GCUCI5CD,0.339242256
HWQRQWUZ,0.046651968
7JEPWCUC,0.171409141
A7GYXRRK,0.299043161
IENUVDDW,0.113263346
VCI3VYTN,0.06170641
BD5QZRQS,0.238847435
QONZNBJU,0.134022568
ME5C2QDH,0.516544068
GSHXENEX,0.847768402
KCTTEDE5,0.265099525
QAH8DFFZ,0.153073001
5DWBZ6E5,0.169337344
6UMUSRRG,0.067103921
48UFZGW4,0.115517803
NECMQGBZ,0.446236444
EZJW4TXV,0.748728311
W6CXRVYC,0.09654505
3LEPCUZV,0.025481804
GPNFPNEV,0.029202563
KJCTYP3K,0.054127024
9DNNGGUW,0.034587064
CSRUYPDC,0.398041821
YQB7WDPV,0.827011847
EUEBEWXR,0.024875684
JRUQ3B9P,0.041099707
VWRRC48X,0.440213042
IO6BATGV,0.44597044
J4HH3NXS,0.200021848
SK5SGPFM,0.088958047
2GNZW8JA,0.819041455
B2UESWED,0.13938884
TEZWGRFY,0.076895887
PJBQVU4F,0.279978848
4LPHHODV,0.083584963
BUH7EJ6M,0.087753071
LTKFPSNC,0.845570624
J5REEMTX,0.351890963
BSSNT9XP,0.848080814
MVNC8BAA,0.061323357
7KSAQDBQ,0.854519403
SNJOKTGF,0.055431764
CW6CKEK5,0.02830475
53WY9EVA,0.054955253
JQFED3XS,0.058360171
FHQUN7LF,0.061091116
WC3CYCYC,0.159498608
AJNEHHUT,0.08132356
XZUTKCX7,0.050762672
FTOVIE4N,0.05536741
PGNPVTXZ,0.202709177
JLJYYGXU,0.055812849
RYZZKQ2Z,0.280648738
TU8PBR63,0.053349873
CTTGGMRF,0.075362994
EBR7SH9Z,0.489667827
BAHZAXHQ,0.443772906
N2PV38WG,0.061354917
KI2HMGUD,0.809110999
AWAA6296,0.816190338
ZY8QYFEX,0.057835232
BWNKV55G,0.806717384
CBJBJAGD,0.056733951
BWTJX8WE,0.05058106
LLSJDNMY,0.065506627
KJZD8VLA,0.059380777
JKPRU8BZ,0.060771301
GV4GKXNZ,0.06161501
4KKGG7YV,0.046342686
79GVKJ7J,0.087854959
QQPKBYOF,0.164904407
KPJ8QHRD,0.079753827
FUJRO3U2,0.235692433
XYZIQPHP,0.249351805
PWTOWAVU,0.064828694
BFYAQCKI,0.798142016
DTDOEM3S,0.312936544
YCRQK9VT,0.074145532
AHAHRLLD,0.16030971
JA6XFSUC,0.060647084
NWWJWRMY,0.051487605
DOLDR2AV,0.831588495
CWMJC9HA,0.194803599
8EIGPW3N,0.05834755
WZYRHKSD,0.104683921
8KJ7MWZT,0.297710627
WG8QTJBX,0.025057773
KAGWYAMT,0.817844856
HKHASWF8,0.058174849
ZFCMLLHG,0.069061764
L5QS2PQV,0.193478325
DJQZ3IGB,0.241074535
XJ7LYZVK,0.067616466
KOYEQWCK,0.488704008
GERLQWL8,0.47851544
KGCAFSCF,0.423718154
PYGD2BYU,0.825265169
GEZWKT33,0.087369582
NETOZYD2,0.424147213
CZYXSLQZ,0.828607881
ZX46RCJS,0.800748348
KADGINGK,0.787647998
GSIQO2JL,0.037741134
HURCM4MX,0.828033447
MPFRFXDD,0.059280667
GA6JQNAO,0.077756177
XBGQVMLD,0.059917188
BFEETZ4A,0.057103172
7KIC45DW,0.097656949
BYAFUPIR,0.382956898
FB8ZVV6Y,0.44220838
FT4OQQVJ,0.406260216
MTFSDVGF,0.182277483
LTECM3E6,0.058863133
CPLWV5ED,0.821233141
KW4WIGA6,0.054230818
MKGIXCZF,0.060640621
4IXKNCR7,0.058033171
OYSE4NAZ,0.095473485
OMTGVMAZ,0.063748524
HJUFAYJM,0.197105315
AXNPXTCH,0.065947169
ES4PFMY2,0.846759415
HKWU7R4V,0.027688296
BLMZ3NWB,0.832266772
ABA9QYMK,0.054885817
RPKDPLCC,0.844135654
GYN2BU9K,0.060828051
MXGQHRBG,0.054024307
MVW3RICW,0.206127846
GBU7ZEXQ,0.111390188
SQE8VXDM,0.059305149
RCVWARK7,0.068143722
EXMMT7HS,0.068208776
E2KFSA4G,0.05711468
NOQXN3HP,0.117463061
7RBRHZK2,0.127226184
4MAHVAME,0.055798569
QLFEBXWV,0.060273163
NJEJMZXF,0.014018944
HMIQGCRP,0.056235075
VCSQSTJX,0.066925661
7QV9UMMA,0.057571378
GFXVK2BI,0.04918815
65BRDCZ3,0.160354334
CNEQZ5J9,0.027942215
AJVJHT8X,0.063365719
Y7E355S2,0.286653626
LYQJMJKD,0.822764778
GXBXTB4Y,0.019374134
Q6GTJP52,0.06584693
3723CJG7,0.13386777
HR6YM9BB,0.05397692
DNCBDKZ4,0.816761577
VAU8GAMG,0.144214734
KSPGOTID,0.075038403
BELKHCSV,0.061761604
6SNXQZFR,0.030263762
KWDVNTIP,0.115665808
PTEQMJ2S,0.074589342
NJVMB6TK,0.116090992
BQMWGJWG,0.124546407
PQNZAUBP,0.025778551
MTFNJDZH,0.850399578
YTHBBSMQ,0.059667014
PYDHAAY2,0.071157816
NA98UGHY,0.061859068
H4SXXXBB,0.052217905
GMDSEM35,0.125351888
TMFYADPG,0.06135336
J3NBDU7V,0.17309972
KNKGTU4S,0.060859533
E2YQ9NJK,0.502981454
STGF9QVX,0.093934046
ESDVP8RT,0.310190332
3GQDKWZ7,0.2153797
585BUKWR,0.818969321
6MVBAWWX,0.057668488
AHNENVBC,0.052424878
8TVBQZE9,0.060047521
CBNXKVBA,0.05571807
GKK6PSJK,0.110963154
EJCWGVY6,0.83669908
TJVZJGXE,0.803875613
JGPZANV8,0.203264919
RBLTJGYE,0.051678562
HGXEDCWE,0.171631297
TCNRWU55,0.17782729
ARNYTGQP,0.054666132
NZ9YR3FW,0.060243727
NGEVC7AA,0.092419025
UDFNFULQ,0.433135337
7BFUPNEW,0.178104821
RC6LQTWG,0.047040953
BSMETJMZ,0.208445004
HXMZ8OH8,0.148276854
3K5UC7TJ,0.062612507
A3CRTMXN,0.0514149
NUNWXUBC,0.182352951
MKVDY47M,0.064647274
MZ6HHGHH,0.02569876
JSDNAJKB,0.094440041
CY7C4PIG,0.16117155
YZBN22JL,0.072240742
MURORTMF,0.029286388
J35BVZDQ,0.024033736
2AZMX99Q,0.411441284
BMZSMHZP,0.057067961
DNYY63LR,0.122934492
ZG7KY5NQ,0.407622433
BFDXB6LY,0.157663053
BC7KKT8J,0.069693255
HMQFPJOW,0.827520239
O5KSWPG7,0.059893826
S22CXQXR,0.047106196
5J2OXSRM,0.068522698
ALE5VSTK,0.062479135
LBWT4YIZ,0.228303745
XOWBEUM6,0.057842829
MM8W7LDF,0.100628313
EGFNF8GD,0.461738247
NAUCVUWS,0.096030936
KYRNW39H,0.285548532
HSEYJBFP,0.062634647
T73OI5RA,0.843340528
4EECVMO5,0.059145609
EWQRKVGA,0.197845572
KYHNQ3QX,0.869336855
AGGSSWBA,0.055980693
E9KD8BML,0.058812973
ERMENKXB,0.834904146
NVVRND9J,0.857041609
MNSMWMKD,0.056720751
9MPE2EN7,0.157591692
RQACXRYC,0.211879647
O7SLZBQN,0.109412082
9RBMNQZB,0.04760647
DFGM64TJ,0.047462521
BDVIXNEE,0.288064253
VUDGSK43,0.045286371
23GTGHRQ,0.865710807
KHPPTYQU,0.82957716
DEYXXEBM,0.061325508
GCQGHFLC,0.05947708
WIUKHWNZ,0.072826791
DZYPFKTA,0.326970738
CW3EMIGX,0.084403709
AMK4FSE5,0.926006269
J3FKMY9E,0.456406265
UUVEMJSA,0.048280019
SCKWHOFE,0.053597476
CSPQTEGT,0.416615552
KS2FKSK6,0.090830612
GSHFII9G,0.230658567
FOF4DNHA,0.810637462
ABNFWJ2H,0.088558462
QADSRODX,0.14798139
K2YSDKKJ,0.264595821
P3D7L9VT,0.070614482
UDT2YQU4,0.157412156
E8HMYSKB,0.281265897
CYV86STC,0.051159562
PMSQTFRN,0.828018582
SSGZUHFV,0.052213751
5NYPJGFM,0.162729067
CV4RCIIU,0.056111945
BKM2IAQH,0.654672778
7CFOZ52S,0.782001722
NR9R2ZX6,0.05518202
MXUAORZY,0.806132925
8ZX8L9UP,0.094756572
F8FXURAP,0.381461346
OY8BEBOT,0.031967317
9YCFDNUX,0.128230383
CVX6SWMC,0.233365458
6HB32E29,0.055867487
GGU29C9K,0.083341523
FJNKEXNL,0.124908002
5ET4H3NY,0.238450453
FGXV2XOP,0.06031647
CRFDHSNK,0.088181742
FMGFYWAJ,0.054598704
NTZFQM9S,0.129075265
DDHEVEKB,0.442566717
FTVSG8TC,0.094114056
DTWPCY3D,0.102559346
HN6ZNRIS,0.296980232
YHKDFN8V,0.23097994
9KXA2J2F,0.054206482
5CIHVPBC,0.112574485
I9TQCPDJ,0.07035449
IYQVVIXZ,0.062790652
MJD5WXHA,0.193924984
MDOURMCR,0.064951856
QRVPWCSE,0.115742883
6GVPJBXA,0.059403922
NVWILCDZ,0.81051296
WVQJAIQR,0.084968711
SWZ8SVZB,0.984242392
EB5C82WI,0.128774272
OQVEUFVC,0.061419359
DM35GBLN,0.062336133
CT74GMHJ,0.180279946
JFTUWFQD,0.054987574
GKOQZMHG,0.078409711
PB7T7VTJ,0.064143772
3TC36YGV,0.212782314
QNABFWVL,0.050611854
H6NQOBJF,0.765681827
IRHYDFNW,0.441496009
VTQFMBMH,0.031109269
QYTATU9H,0.023708606
PWDMTNTT,0.446085542
BSAZRO7D,0.059005989
ARX8LEJN,0.046196232
JMSC5WGI,0.412817347
ATIPZGEO,0.054445319
GKCRBUWC,0.246125582
8JMVQJCQ,0.230534577
38MNRPFU,0.503090543
2LTZVYQB,0.056597143
XARAYPGU,0.61360296
HZTNVBNK,0.353157896
RPDFXG4L,0.071270439
FKB4693G,0.081504561
Y6GEVYUG,0.447782815
KBYWNFRJ,0.09773358
FRXHK93N,0.079273185
8ZMKGVGF,0.820317185
3ZB4YQLP,0.21680693
CO27PWBF,0.920603311
B2OBMKDN,0.075484796
NVB9NO9T,0.024825305
MLEZZI3Z,0.033475552
B9V7TMEZ,0.058827542
QSPZBVFY,0.062257282
GVVIKH5X,0.534102809
LDDDRRZP,0.058870555
GYBENCGV,0.192059791
BP6Q8BID,0.246223035
HHBWGQEU,0.100763111
GJ3BB4AZ,0.091916594
THQW7RAW,0.053156769
KOED3BWB,0.413812286
PFIFLMMR,0.107257482
8SVMCZKH,0.115398069
F9HE4NMF,0.25493817
IDTBWDYJ,0.440124923
AK4DNVMO,1.027198744
2LTIQLYR,0.057757397
DSU6U2ZD,0.054292662
SBJTOADK,0.154160199
AGLVVSG9,0.822592247
EX4GANWT,0.036863884
XZRN6EJP,0.056481585
DDSZDC7C,0.054728913
PQZBQRMK,0.325126749
UXGDUEDA,0.09768811
RTTC8YSS,0.066845551
SCRZKUIT,0.464041418
A5NQ6DC5,0.822957981
3PIPYDBB,0.063464543
SOH6WEYO,0.029200101
OTJWP5D9,0.027219275
SKNUPNZ9,0.1894815
LJ2MCJAZ,0.180607957
JVD6BDHR,0.039075498
CT7VDYPK,0.051328303
9XQVBHB7,0.420168865
LR9CVRHF,0.0521727
U8FK7Q6W,0.382571048
MI6LNUGO,0.246078941
CEVYPYHM,0.125885114
ZTKJB3HB,0.307706529
KZXGMVDX,0.045957651
B6PXEFSG,0.833121789
LASRAJTV,0.526381218
6YSRSAQD,0.057743223
C6UYZBOZ,0.438947976
J7HJRGJY,0.057682246
DHYDDVJW,0.048486587
KZFI7EE4,0.12247248
EPTSGR7E,0.375630599
2ND5KKRJ,0.098467323
EYT6HZD7,0.022950925
HLFDANUB,0.795258892
WPUWATVK,0.042653374
PQKT6QAD,0.329704452
KZASDMNZ,0.226044896
MJRS6V59,0.511010915
B58B6SK9,0.06627637
KKFOZWVN,0.118761735
G7XMBSF5,0.849389064
N52UTJJ2,0.057074587
CUUPJEMW,0.067163338
ECTNJXD9,0.560651851
IEQRLWEV,0.204353833
WMBJ6JPA,0.35371381
JUTOO5G5,0.236209452
7YSLFZAK,0.036155377
62VRJEFS,0.053296468
DLQN94IZ,0.088755998
GURJRZFO,0.059854072
7CK4XAHX,0.055344599
KUGU5BQW,0.830487955
KOREYQGX,0.065032887
FAGNUSNZ,0.465863913
KRJD7CZV,0.053329077
DUTC3YPY,0.041256107
X5TPZB3U,0.055816057
7YVMA3GG,0.055617772
AE2HRWGX,0.809281456
QZZRVC3H,0.12384261
BHCAVCT4,0.064015788
MGDYPAKT,0.074444374
EPCXWLCS,0.82336005
HNF8HWGF,0.402037615
MRHWZXS3,0.145226595
RJWYJWRY,0.320420176
BDTEBYIQ,0.063391402
AJDRORD3,0.866858268
K4NGRKRJ,0.190701234
XMSATWH9,0.053750184
N6DHYTDZ,0.452872819
BDNBNU5S,0.795786846
BQCBZ33V,0.055631156
G3NJHK4T,0.064165711
JDEPHGJA,0.509200329
KG4A2BSH,0.057340029
9PNYMZHU,0.066968167
ARACABHI,0.114166743
HARKGCWX,0.832105505
WSRKN5FZ,0.085462023
LZ9JRWAM,0.330052698
2U7TBRPE,0.078352962
WYAZ4ZH3,0.602967012
DNKUINV3,0.850056803
WT2GVBUQ,0.141869628
CYUSVR9D,1.029743552
GPQ9PERU,0.05934916
UFQZXWJJ,0.067451055
6FD3CQ6B,0.495800996
IUCSQQXY,1.039880681
NGYKJRUC,0.852486539
FTFHSC84,0.12295384
5DSUSXB8,0.112345015
MHWWMXNF,0.795452297
TEUNVRRI,0.097454454
RFKUVTUX,0.421962374
ARMKZWJQ,0.837203908
V5HVIXS6,0.052782314
MZ7SJP5B,0.096397312
LFGF7ABT,0.178307548
WNBZRPJF,0.826351893
AMTJGIAA,0.821234429
M386EEJC,0.054730515
BVJMP3KH,0.109249796
ZUT5DNUE,0.055972616
QUYJX3CH,0.19496364
MKG9PD8G,0.387714934
G3RC8WKN,0.028496766
B9XI5DTZ,0.064234966
JWZYRF4F,0.047251301
B5KBBBKC,0.827639151
YQYVFBZB,0.04648443
SBVHY7AJ,0.05099071
YYHWMXAI,0.090642731
ZPBKQYTJ,0.068754569
4M7PY5GD,0.075313407
JRF6MXHP,0.158987467
WTOVKZCL,0.169187149
R5MEVGE2,0.063525414
TV4YNUZJ,0.044141963
QGKGK38J,0.822125196
VK7TOZYO,1.038829184
AMQOFWSQ,0.065564318
AUBGUZR5,0.812964523
GJEDQTE7,0.808401895
CC8DEEHD,0.153731728
H7JOVVNJ,0.393381524
ZYYHNWOV,0.997479045
ALQONQZH,0.821886075
BE62KPM4,0.049582903
2ZPEQTQL,0.057240517
NL49IZZX,0.121797943
RJBC7UQF,0.020587969
98PWCWJQ,0.043858208
QMHXNXCW,0.457470399
KUVSM7SA,0.337025505
4MWA6A6U,0.486439407
M7T27RYZ,0.092854351
TULDYNJG,0.037572288
A6RHTPUD,0.059203525
K9TUZWJN,0.023809469
2E2GEOYU,0.057438427
L7PW5WOB,0.071490754
YXSABZIU,0.113436577
NHNGRFLB,0.056044348
KROCW7AA,0.120468761
JGPJDBI9,0.058730797
BEWE4ZBY,0.134828906
EEV6HYAF,0.176481229
49HKPRWF,0.05360819
SA3BJGNS,0.816946256
GWDTZKWR,0.824488401
CN3DJREX,0.131423593
4QVSW7RL,0.14153327
XURVMN7T,0.051435684
M6GA6845,0.06034871
KHUF5UN2,0.212361482
5FL8HZKM,0.056471911
QSTLW5JV,0.063000351
LXXE3XAP,0.04802262
BDVXJU7K,0.308768588
CHK3DVTN,0.226397309
Y5YVRCSZ,0.066639918
7LCPTATE,0.460390037
WZAX9HWA,0.10430001
MEMPEAMZ,0.233371633
A8EAVHCV,0.549260437
4Y9T8CSW,0.105176707
DJ5PY5F8,0.062344489
TEU5REDB,0.477687913
IKGUG4RK,0.053221174
E49VADFS,0.813583171
HFA8J42A,0.026850829
DLOPBSFT,0.828551996
YAWOUWHV,0.061617887
HXKHKEZD,0.029448719
WCBMFLFH,0.123129097
FZDFJOCG,0.088240264
A9IKBQWB,0.013609061
NWPRFRN7,0.320121163
CPDZFX86,0.053915142
ISPH4GBE,0.046284716
IK6UMHPO,0.044590592
4S7JZCGF,0.078968118
2SXJJBPA,0.449381757
VPGBEMVQ,0.077784653
7H72GSQS,0.066541275
DGCBGOFO,0.05343966
E9YATUPC,0.731859052
OWD3FD2W,0.102239493
YGTYC7ZV,0.099553643
QD4T5RVE,0.063063931
DXWWRGQX,0.777982426
8NLBLRQG,0.172536033
AXVUYKLW,0.050267792
5TG8ZVXN,0.135414277
IWAE5ZEK,0.064076231
8RMLOHVH,0.812240434
DRAKGYPW,0.05080571
ARBVFAKT,0.43101297
KGXSGFE7,0.059499176
CFQ575FH,0.504840797
WDRMLLKH,0.975255895
NZMDL3RE,0.041340494
DQM3THCC,0.136500546
9ZKUEXMV,0.077950049
FYE9FZQ5,0.07811759
EYJACDBA,0.060315061
K576VIXW,0.837517011
H6OBFDBV,0.36860348
2ZUE54HR,0.13750124
KU47H8KY,0.043595706
KH2COSU7,0.290642208
